Date,ResourceID,Service,Department,Environment,UsageAmount,Cost,Currency
2026-03-02,res-4944,EC2 (Compute),Sales,Staging,56.7016269897003,3.29,USD
2026-03-04,res-1658,CloudFront (CDN),Marketing,Prod,13.50896234426683,22.16,USD
2026-01-12,res-7706,Lambda (Serverless),Sales,Dev,55.643873269131774,17.41,USD
2026-03-01,res-3188,CloudFront (CDN),Marketing,Dev,1.877750562603245,42.09,USD
2026-03-12,res-7493,Lambda (Serverless),Sales,Staging,46.74406224168196,39.63,USD
2026-02-04,res-6242,Lambda (Serverless),,Staging,90.64824211242819,4.04,USD
2026-01-15,res-9407,EC2 (Compute),,Dev,14.330870845447336,40.82,USD
2026-03-05,res-1991,Lambda (Serverless),Data Science,Staging,93.91331104554591,1.99,USD
2026-02-21,res-3485,EC2 (Compute),Data Science,Dev,31.811626368824022,44.91,USD
2026-01-04,res-6084,EC2 (Compute),Sales,Dev,78.2623209334443,4.85,USD
2026-03-31,res-9231,EC2 (Compute),Marketing,Prod,52.958302960344305,9.95,USD
2026-01-21,res-4055,RDS (Database),Data Science,Prod,24.51014244100024,10.52,USD
2026-02-16,res-8834,EC2 (Compute),Sales,Staging,76.99075993125709,7.87,USD
2026-03-19,res-7549,RDS (Database),Data Science,Staging,35.68857639049589,18.24,USD
2026-02-12,res-1404,S3 (Storage),Data Science,Dev,93.0807803435826,16.11,USD
2026-03-15,res-9015,CloudFront (CDN),Engineering,Prod,99.9274582100083,11.21,USD
2026-01-14,res-1132,CloudFront (CDN),,Staging,0.0,188.22,USD
2026-02-12,res-6218,Lambda (Serverless),Engineering,Staging,71.57182129234188,6.12,USD
2026-03-15,res-8874,EC2 (Compute),Engineering,Prod,65.13047471238426,9.85,USD
2026-01-23,res-4079,RDS (Database),Data Science,Dev,70.34346495244466,21.23,USD
2026-03-15,res-8127,RDS (Database),,Staging,81.55086433712444,7.8,USD
2026-02-08,res-6650,CloudFront (CDN),Data Science,Staging,30.10465977738086,24.8,USD
2026-03-14,res-7665,RDS (Database),Sales,Prod,51.593055682051435,18.64,USD
2026-01-01,res-3806,S3 (Storage),Engineering,Dev,3.3780768888945825,41.69,USD
2026-03-20,res-1433,CloudFront (CDN),Data Science,Dev,9.220172321010102,20.85,USD
2026-03-05,res-3036,RDS (Database),Sales,Staging,0.0,145.8,USD
2026-03-08,res-5745,S3 (Storage),Marketing,Staging,75.23217514134822,37.14,USD
2026-01-14,res-9049,EC2 (Compute),Engineering,Prod,85.7928408833688,33.14,USD
2026-02-16,res-6617,EC2 (Compute),Sales,Dev,13.880767297433561,18.75,USD
2026-03-26,res-6844,Lambda (Serverless),Marketing,Prod,13.086570071129126,40.8,USD
2026-03-25,res-1823,EC2 (Compute),Engineering,Staging,72.10783503750446,12.35,USD
2026-03-02,res-3440,S3 (Storage),,Staging,47.450056940489794,46.06,USD
2026-01-08,res-9026,Lambda (Serverless),Engineering,Staging,56.30575006769656,31.65,USD
2026-01-20,res-1157,CloudFront (CDN),Marketing,Staging,7.604573863648962,44.25,USD
2026-02-20,res-6819,Lambda (Serverless),Marketing,Dev,31.598047041546725,19.46,USD
2026-02-13,res-9990,S3 (Storage),Engineering,Dev,16.916361997890668,46.97,USD
2026-01-16,res-1333,S3 (Storage),Sales,Prod,44.873883463835924,21.73,USD
2026-01-26,res-5662,Lambda (Serverless),Sales,Staging,33.96954556408069,9.82,USD
2026-02-05,res-2964,EC2 (Compute),Sales,Dev,65.29061674288613,5.45,USD
2026-03-20,res-9697,RDS (Database),Data Science,Staging,80.4028493368204,1.14,USD
2026-01-02,res-1161,RDS (Database),Engineering,Dev,44.37810855086184,23.66,USD
2026-01-26,res-8486,CloudFront (CDN),Marketing,Dev,20.46537909954162,21.62,USD
2026-01-07,res-7736,CloudFront (CDN),Sales,Prod,6.0369168879724215,33.34,USD
2026-02-17,res-7707,S3 (Storage),Marketing,Dev,82.5103582554532,29.81,USD
2026-03-12,res-3421,CloudFront (CDN),Data Science,Dev,84.86831369779107,36.62,USD
2026-02-04,res-3771,CloudFront (CDN),,Prod,80.50078552998352,29.19,USD
2026-03-05,res-7808,S3 (Storage),Engineering,Dev,45.81034262174235,19.05,USD
2026-01-16,res-2689,CloudFront (CDN),Sales,Staging,65.37433574046791,38.98,USD
2026-01-26,res-2306,CloudFront (CDN),,Prod,39.37089988097116,41.35,USD
2026-03-11,res-3822,EC2 (Compute),Data Science,Dev,6.222426163129031,33.45,USD
2026-01-13,res-7019,EC2 (Compute),Data Science,Prod,34.62860219015825,18.94,USD
2026-03-11,res-1247,Lambda (Serverless),Engineering,Dev,40.589010550398555,33.37,USD
2026-02-05,res-7104,EC2 (Compute),Data Science,Staging,20.320892193763697,16.42,USD
2026-01-08,res-9320,Lambda (Serverless),,Prod,82.67789785077684,3.14,USD
2026-03-04,res-1693,Lambda (Serverless),Marketing,Prod,62.070560964243164,42.75,USD
2026-03-30,res-1270,RDS (Database),Sales,Dev,7.1745784475112995,49.59,USD
2026-01-29,res-7212,S3 (Storage),Data Science,Dev,30.494723505335767,16.43,USD
2026-01-17,res-1926,Lambda (Serverless),Engineering,Dev,66.78220085625979,20.04,USD
2026-01-18,res-9962,S3 (Storage),Engineering,Staging,10.330643824839667,44.46,USD
2026-01-30,res-2489,CloudFront (CDN),Data Science,Staging,56.744451000390605,43.91,USD
2026-01-03,res-8471,EC2 (Compute),Marketing,Prod,93.61371521451684,41.25,USD
2026-02-24,res-4149,Lambda (Serverless),Engineering,Staging,89.45451290271868,47.48,USD
2026-01-13,res-5846,S3 (Storage),Marketing,Staging,27.311293461532895,33.93,USD
2026-03-19,res-4906,RDS (Database),Engineering,Prod,9.087496000264512,16.4,USD
2026-03-24,res-8022,RDS (Database),Data Science,Dev,22.179050486721504,10.24,USD
2026-02-12,res-2760,RDS (Database),Engineering,Staging,40.03317592753288,35.95,USD
2026-02-13,res-8016,S3 (Storage),Marketing,Prod,30.419013655798466,42.28,USD
2026-02-13,res-6693,EC2 (Compute),Marketing,Staging,34.49296592861536,14.18,USD
2026-03-22,res-5319,S3 (Storage),Data Science,Staging,0.0,189.93,USD
2026-02-25,res-2081,Lambda (Serverless),Sales,Prod,0.0,138.87,USD
2026-03-14,res-2536,S3 (Storage),Marketing,Staging,63.636555272081864,34.87,USD
2026-02-02,res-3459,RDS (Database),,Staging,95.74123055073524,38.4,USD
2026-01-06,res-4190,RDS (Database),Data Science,Staging,61.84384499782625,43.29,USD
2026-03-23,res-3114,Lambda (Serverless),Sales,Prod,68.75389828932485,26.62,USD
2026-01-22,res-6107,CloudFront (CDN),Marketing,Prod,57.80815948471812,6.98,USD
2026-02-20,res-4016,S3 (Storage),Marketing,Prod,97.62845375034009,47.15,USD
2026-01-20,res-1461,RDS (Database),Engineering,Staging,84.90947380392947,14.57,USD
2026-01-30,res-3790,Lambda (Serverless),Data Science,Dev,1.594410781841177,29.82,USD
2026-02-04,res-4963,RDS (Database),,Staging,29.94794292628766,14.02,USD
2026-01-23,res-4161,EC2 (Compute),,Dev,79.55669119766144,0.11,USD
2026-01-22,res-6194,EC2 (Compute),Engineering,Staging,56.93233543625895,37.21,USD
2026-03-06,res-5830,CloudFront (CDN),Data Science,Staging,88.48856333961702,33.92,USD
2026-03-03,res-7295,Lambda (Serverless),Marketing,Dev,59.30136142258646,35.99,USD
2026-01-02,res-2798,RDS (Database),Data Science,Prod,36.719709311381294,17.02,USD
2026-02-09,res-5159,CloudFront (CDN),Marketing,Prod,97.98341185852973,44.04,USD
2026-03-14,res-2737,RDS (Database),Engineering,Prod,43.160035467416286,5.73,USD
2026-03-10,res-7616,Lambda (Serverless),Engineering,Prod,66.87440277153382,45.71,USD
2026-01-21,res-2195,CloudFront (CDN),Marketing,Prod,1.0399943065266863,10.04,USD
2026-01-30,res-4542,S3 (Storage),Marketing,Dev,86.18828259809968,8.72,USD
2026-02-11,res-7979,Lambda (Serverless),Sales,Dev,64.11385382421128,1.12,USD
2026-03-31,res-7443,CloudFront (CDN),Data Science,Dev,88.9473185459941,20.94,USD
2026-01-09,res-5344,RDS (Database),Engineering,Prod,82.62451010063296,38.93,USD
2026-03-22,res-7719,EC2 (Compute),Sales,Staging,15.886411194731894,26.38,USD
2026-01-05,res-3721,RDS (Database),Data Science,Staging,76.99582340842996,25.45,USD
2026-03-11,res-4529,EC2 (Compute),,Staging,53.413824069053256,45.21,USD
2026-01-02,res-5560,RDS (Database),Data Science,Dev,56.84244097076468,29.74,USD
2026-01-26,res-2729,Lambda (Serverless),Marketing,Prod,5.28972923309178,43.43,USD
2026-02-13,res-9262,EC2 (Compute),,Dev,86.61255563635177,6.97,USD
2026-02-20,res-2321,RDS (Database),Data Science,Prod,68.93764341380295,37.53,USD
2026-04-01,res-6184,RDS (Database),Engineering,Prod,84.41847712612996,3.9,USD
2026-02-19,res-6476,RDS (Database),Engineering,Prod,7.366409377204315,24.03,USD
2026-01-23,res-8225,EC2 (Compute),Sales,Prod,98.06740452802613,3.33,USD
2026-02-11,res-6201,S3 (Storage),Engineering,Prod,2.3773540309174015,34.95,USD
2026-01-02,res-3326,RDS (Database),Data Science,Staging,29.801783798033117,20.14,USD
2026-02-19,res-1416,EC2 (Compute),Sales,Prod,31.85220014083995,10.29,USD
2026-01-30,res-5074,Lambda (Serverless),Data Science,Prod,70.87795647095895,6.31,USD
2026-03-15,res-9054,EC2 (Compute),Sales,Staging,75.01486767153291,27.09,USD
2026-01-03,res-8017,EC2 (Compute),,Prod,45.678740695404855,35.99,USD
2026-02-05,res-5063,S3 (Storage),Data Science,Dev,24.84325019310534,2.46,USD
2026-03-28,res-8742,S3 (Storage),Marketing,Staging,66.41274563985458,48.51,USD
2026-03-10,res-3080,S3 (Storage),Marketing,Prod,55.32511862891505,18.31,USD
2026-02-14,res-3854,Lambda (Serverless),Sales,Staging,51.83191767872122,43.01,USD
2026-01-06,res-4415,EC2 (Compute),Engineering,Prod,0.0,117.74,USD
2026-03-07,res-8129,S3 (Storage),Data Science,Dev,31.68060798708052,47.52,USD
2026-01-19,res-2759,Lambda (Serverless),Marketing,Staging,44.43839466148301,12.58,USD
2026-02-28,res-3398,CloudFront (CDN),Marketing,Dev,53.907930726200476,44.88,USD
2026-01-13,res-8437,EC2 (Compute),Engineering,Staging,20.882319801299992,44.84,USD
2026-02-04,res-8734,CloudFront (CDN),Sales,Prod,35.25850784185393,32.1,USD
2026-01-29,res-4833,Lambda (Serverless),Sales,Dev,4.754124245209989,6.7,USD
2026-02-09,res-9852,CloudFront (CDN),Engineering,Dev,63.63045774689878,38.02,USD
2026-03-28,res-3571,EC2 (Compute),,Prod,66.90975442607841,5.66,USD
2026-01-19,res-9658,S3 (Storage),,Dev,48.11972279200341,45.03,USD
2026-02-26,res-5103,CloudFront (CDN),Data Science,Staging,15.719010591302357,9.62,USD
2026-02-01,res-3773,S3 (Storage),Marketing,Dev,58.44543043148788,29.59,USD
2026-02-09,res-5505,Lambda (Serverless),Engineering,Prod,76.74478418133418,28.96,USD
2026-02-11,res-3368,S3 (Storage),Marketing,Dev,95.90651065236574,11.84,USD
2026-03-02,res-9008,EC2 (Compute),Sales,Prod,73.54930083271493,44.07,USD
2026-02-05,res-2312,Lambda (Serverless),Engineering,Prod,43.52773202086309,20.18,USD
2026-01-05,res-7445,Lambda (Serverless),Marketing,Staging,62.36621026863474,17.52,USD
2026-01-30,res-7558,Lambda (Serverless),Engineering,Staging,35.44173486828745,39.05,USD
2026-03-27,res-8878,RDS (Database),Engineering,Staging,12.754331249636493,18.5,USD
2026-02-28,res-4382,Lambda (Serverless),Marketing,Dev,3.0489928000941435,6.87,USD
2026-02-10,res-5361,S3 (Storage),Data Science,Staging,39.629944914159104,25.97,USD
2026-02-22,res-5588,S3 (Storage),,Dev,10.385929762038739,40.78,USD
2026-03-09,res-6591,S3 (Storage),Data Science,Dev,35.30793883231233,49.48,USD
2026-03-20,res-6769,RDS (Database),Sales,Prod,30.672730045656934,36.14,USD
2026-01-07,res-5459,S3 (Storage),Data Science,Dev,28.80839553489438,40.56,USD
2026-01-22,res-3567,S3 (Storage),Data Science,Dev,67.23803786739063,28.14,USD
2026-02-13,res-3898,RDS (Database),Data Science,Prod,95.09187524329302,43.15,USD
2026-01-05,res-5298,EC2 (Compute),Data Science,Prod,35.00327444865484,34.06,USD
2026-03-15,res-1610,CloudFront (CDN),Data Science,Staging,97.23324737045756,36.27,USD
2026-01-18,res-9409,Lambda (Serverless),Engineering,Dev,88.00133278792,38.56,USD
2026-02-20,res-3765,CloudFront (CDN),Data Science,Prod,90.50585165021505,44.35,USD
2026-01-12,res-1152,S3 (Storage),Engineering,Dev,49.78886105520632,48.63,USD
2026-03-17,res-6470,EC2 (Compute),Data Science,Dev,55.34443180699602,7.43,USD
2026-02-13,res-3874,Lambda (Serverless),Sales,Staging,38.80995842555827,5.52,USD
2026-01-03,res-1038,CloudFront (CDN),Sales,Dev,7.691015882694904,22.69,USD
2026-03-18,res-7877,EC2 (Compute),Engineering,Staging,23.84050840549946,16.3,USD
2026-03-26,res-8528,S3 (Storage),Data Science,Staging,0.0,76.51,USD
2026-01-13,res-6228,CloudFront (CDN),Data Science,Prod,19.814215507016367,0.6,USD
2026-02-23,res-5844,CloudFront (CDN),,Staging,94.90276261851547,38.42,USD
2026-02-19,res-5061,Lambda (Serverless),Engineering,Dev,42.3741915416195,42.52,USD
2026-01-19,res-9952,S3 (Storage),Marketing,Prod,36.94985110370825,6.77,USD
2026-02-19,res-7148,S3 (Storage),Marketing,Staging,94.4982183869058,32.77,USD
2026-01-04,res-3737,EC2 (Compute),Data Science,Staging,64.51875689957427,28.53,USD
2026-02-24,res-3336,CloudFront (CDN),Sales,Dev,80.99235566513202,35.02,USD
2026-03-03,res-7681,RDS (Database),Engineering,Staging,28.02127173601241,26.24,USD
2026-02-22,res-2049,S3 (Storage),Sales,Prod,50.143087828809115,18.15,USD
2026-02-11,res-1477,S3 (Storage),Engineering,Prod,75.86618725992162,21.38,USD
2026-01-17,res-6429,EC2 (Compute),Data Science,Staging,54.77754149727847,48.46,USD
2026-02-27,res-4576,S3 (Storage),,Prod,92.95612422280625,20.83,USD
2026-02-06,res-3398,RDS (Database),Sales,Dev,74.67195959762945,49.94,USD
2026-01-06,res-8412,S3 (Storage),Engineering,Dev,4.838775811654163,38.1,USD
2026-02-02,res-9616,RDS (Database),,Dev,36.27224892460093,45.34,USD
2026-01-09,res-8522,CloudFront (CDN),Sales,Prod,53.62119366915857,30.6,USD
2026-01-11,res-5849,S3 (Storage),,Dev,39.00590581565112,23.24,USD
2026-03-16,res-3192,EC2 (Compute),Data Science,Prod,1.3296663691205293,28.07,USD
2026-03-14,res-8268,S3 (Storage),,Dev,1.8000699738498795,11.85,USD
2026-01-27,res-2574,Lambda (Serverless),Marketing,Prod,47.01245275396536,48.18,USD
2026-02-03,res-9526,RDS (Database),Marketing,Prod,96.9438346854631,9.58,USD
2026-02-24,res-1550,RDS (Database),,Staging,68.83440831206873,39.46,USD
2026-02-08,res-9470,EC2 (Compute),Marketing,Staging,13.766194144391772,27.12,USD
2026-03-01,res-4583,Lambda (Serverless),Data Science,Staging,55.92703501295762,35.64,USD
2026-01-07,res-1118,EC2 (Compute),Data Science,Prod,63.64753848184325,18.29,USD
2026-03-01,res-8564,CloudFront (CDN),Engineering,Staging,0.0,135.15,USD
2026-02-22,res-6368,Lambda (Serverless),Data Science,Dev,27.88345516432108,22.97,USD
2026-02-08,res-4819,Lambda (Serverless),Data Science,Prod,26.68918942608633,17.53,USD
2026-03-22,res-6449,Lambda (Serverless),Marketing,Dev,53.356920021129454,33.79,USD
2026-01-08,res-2309,RDS (Database),,Staging,26.465329407873934,29.28,USD
2026-02-01,res-2156,Lambda (Serverless),Marketing,Prod,41.956167327845314,0.95,USD
2026-03-26,res-1801,CloudFront (CDN),Engineering,Staging,59.46492450013881,9.46,USD
2026-03-15,res-7602,EC2 (Compute),Data Science,Dev,86.57755450739931,29.31,USD
2026-03-10,res-7465,EC2 (Compute),Sales,Staging,25.250794671251903,16.41,USD
2026-02-28,res-1632,Lambda (Serverless),Data Science,Dev,48.51507949421021,6.23,USD
2026-02-26,res-7141,RDS (Database),Engineering,Dev,35.633934326289584,40.95,USD
2026-03-17,res-5408,S3 (Storage),Data Science,Dev,10.21666172245933,29.94,USD
2026-01-06,res-9783,S3 (Storage),Sales,Dev,0.0,97.9,USD
2026-01-01,res-8944,RDS (Database),Data Science,Prod,75.00310375981708,15.81,USD
2026-03-14,res-9561,Lambda (Serverless),,Dev,54.21623362861859,3.4,USD
2026-03-16,res-6609,S3 (Storage),Sales,Prod,75.56465218162376,6.67,USD
2026-02-22,res-1233,EC2 (Compute),Sales,Staging,57.851359664138016,43.57,USD
2026-03-19,res-8375,EC2 (Compute),Data Science,Staging,17.376014761453995,20.1,USD
2026-01-04,res-3246,RDS (Database),Data Science,Staging,36.56969881796065,24.51,USD
2026-02-18,res-7704,Lambda (Serverless),,Staging,91.6531276770499,40.5,USD
2026-03-19,res-1062,S3 (Storage),Data Science,Dev,85.84678176012191,29.36,USD
2026-01-21,res-6951,Lambda (Serverless),Sales,Prod,55.41798531064436,16.33,USD
2026-02-04,res-3771,S3 (Storage),Sales,Prod,3.9918951896406862,16.82,USD
2026-02-22,res-5819,Lambda (Serverless),Marketing,Dev,53.73760467410027,49.47,USD
2026-02-28,res-4135,RDS (Database),Data Science,Staging,9.408942382629748,11.89,USD
2026-01-26,res-6712,S3 (Storage),,Dev,60.2269838789302,42.48,USD
2026-01-31,res-6405,RDS (Database),Engineering,Dev,60.95358767118551,42.17,USD
2026-01-26,res-6900,CloudFront (CDN),Marketing,Prod,35.49161483641561,9.44,USD
2026-02-17,res-5466,RDS (Database),Data Science,Staging,26.694571143632317,47.79,USD
2026-02-06,res-2219,EC2 (Compute),Engineering,Prod,75.71080826205242,12.31,USD
2026-01-09,res-1309,S3 (Storage),Data Science,Staging,94.17137085635258,33.57,USD
2026-04-01,res-6427,EC2 (Compute),Engineering,Staging,64.91841243102971,1.34,USD
2026-03-24,res-1284,S3 (Storage),,Prod,96.2899886368904,14.69,USD
2026-01-20,res-1373,S3 (Storage),,Staging,74.18991575440658,49.62,USD
2026-01-08,res-8169,EC2 (Compute),Data Science,Staging,57.76407492554887,22.66,USD
2026-03-27,res-3038,S3 (Storage),Data Science,Prod,48.076214894183,31.51,USD
2026-03-03,res-4328,Lambda (Serverless),Marketing,Staging,90.52733540055688,48.38,USD
2026-02-04,res-9471,S3 (Storage),,Prod,56.33619547295529,32.43,USD
2026-03-28,res-1609,EC2 (Compute),Marketing,Dev,53.786552926792176,32.37,USD
2026-03-15,res-6983,CloudFront (CDN),Data Science,Dev,66.81244776210737,33.87,USD
2026-01-30,res-5298,Lambda (Serverless),Sales,Prod,65.25211483527286,16.39,USD
2026-03-24,res-7076,EC2 (Compute),,Prod,30.513631373650757,49.4,USD
2026-02-06,res-9487,CloudFront (CDN),Engineering,Staging,0.0,174.7,USD
2026-01-09,res-1415,RDS (Database),Marketing,Dev,2.2371896576364723,32.14,USD
2026-01-06,res-2761,RDS (Database),Sales,Staging,56.59205332953219,42.83,USD
2026-02-07,res-1124,S3 (Storage),,Prod,85.23131697660085,45.83,USD
2026-03-12,res-6758,EC2 (Compute),Engineering,Staging,42.22794758627072,43.48,USD
2026-02-18,res-5355,Lambda (Serverless),Marketing,Dev,81.18298734729095,14.69,USD
2026-02-03,res-5968,Lambda (Serverless),Sales,Staging,46.59378946826423,26.47,USD
2026-01-03,res-7299,Lambda (Serverless),,Dev,54.65408126309354,43.16,USD
2026-02-26,res-4803,CloudFront (CDN),Marketing,Dev,7.797071884627024,22.96,USD
2026-03-26,res-9449,CloudFront (CDN),Sales,Staging,36.19181582586919,34.52,USD
2026-02-20,res-1809,CloudFront (CDN),,Dev,14.596408140494939,47.18,USD
2026-01-19,res-2978,RDS (Database),,Prod,8.258891170991843,5.44,USD
2026-01-11,res-8904,RDS (Database),,Dev,77.64838320446884,47.8,USD
2026-01-25,res-7962,EC2 (Compute),Marketing,Staging,29.457769475308837,13.64,USD
2026-02-27,res-3427,Lambda (Serverless),Engineering,Prod,43.50505647445369,43.84,USD
2026-01-29,res-7404,CloudFront (CDN),Engineering,Dev,0.0,129.33,USD
2026-03-04,res-5469,RDS (Database),Sales,Prod,17.405136066587904,44.58,USD
2026-02-15,res-7291,RDS (Database),Marketing,Dev,0.0,70.86,USD
2026-02-14,res-8350,CloudFront (CDN),,Prod,82.28690870072377,21.26,USD
2026-03-10,res-6960,RDS (Database),,Dev,37.49848975385729,21.57,USD
2026-02-05,res-4943,S3 (Storage),Sales,Staging,87.55797473914606,30.13,USD
2026-01-12,res-6387,RDS (Database),Marketing,Dev,28.416613078666042,6.53,USD
2026-02-21,res-7643,CloudFront (CDN),Sales,Prod,32.58379355388557,0.65,USD
2026-01-08,res-9977,RDS (Database),Data Science,Dev,0.0,86.44,USD
2026-04-01,res-8068,CloudFront (CDN),Data Science,Staging,68.38626344277671,22.08,USD
2026-01-19,res-9478,EC2 (Compute),,Staging,8.997373101695235,25.64,USD
2026-03-15,res-9199,Lambda (Serverless),Data Science,Dev,77.78766349155296,26.37,USD
2026-03-30,res-2275,Lambda (Serverless),Engineering,Prod,33.53200495629157,35.1,USD
2026-03-31,res-7151,EC2 (Compute),Marketing,Prod,74.04394942326269,8.54,USD
2026-01-07,res-9089,RDS (Database),Sales,Dev,3.604734207843728,27.7,USD
2026-01-01,res-1298,Lambda (Serverless),Sales,Dev,22.65529839227226,15.1,USD
2026-03-30,res-7472,RDS (Database),Data Science,Prod,95.79353787515382,44.8,USD
